204 4 3196 -1590 180 62 -310 -64 162349 163915 -13600077 1497626572 382260
204 4 3196 -1590 180 35 -175 -37 161011 162729 -13601067 1497626572 392348
204 4 3196 -1590 180 26 -132 -28 161407 161099 -13600543 1497626572 402575
204 4 3196 -1590 180 15 -97 -15 164835 191911 -13615465 1497626572 413055
204 4 3196 -1590 180 16 -74 -17 161750 162115 -13602594 1497626572 423492
204 4 3196 -1590 180 8 -42 -10 161568 160876 -13601645 1497626572 434082
204 4 3196 -1590 180 6 -31 -7 161867 162812 -13601426 1497626572 444411
204 4 3196 -1590 180 4 -24 -5 162848 161119 -13601426 1497626572 454769
204 4 3196 -1590 180 3 -17 -4 160680 160283 -13600773 1497626572 465222
204 4 3196 -1590 180 1 -10 -2 161212 158644 -13601638 1497626572 475593
204 4 3196 -1590 180 -3 -6 4 166062 191916 -13616918 1497626572 485956
204 4 3196 -1590 180 -2 -3 3 165334 190711 -13617020 1497626572 496396
204 4 3196 -1590 180 2 -4 -2 160520 162653 -13601371 1497626572 506773
204 4 3196 -1590 180 -1 0 2 162389 191421 -13617226 1497626572 517414
204 4 3196 -1590 180 4 -3 -2 170216 158266 -13606887 1497626572 527835
204 4 3196 -1590 180 2 -2 -3 162315 160033 -13601197 1497626572 538149
204 4 3196 -1590 180 1 -1 -2 161715 160336 -13600588 1497626572 548514
204 4 3196 -1590 180 0 -1 -1 160196 160821 -13601323 1497626572 559151
204 4 3196 -1590 180 0 0 0 161300 160762 -13602784 1497626572 569484
204 4 3196 -1590 180 0 -1 0 160504 158453 -13603098 1497626572 579853
204 4 3196 -1590 180 0 -1 0 160350 159888 -13601983 1497626572 590078
204 4 3196 -1590 180 0 0 0 160765 161880 -13601883 1497626572 600782
204 4 3196 -1590 180 0 0 0 159738 161300 -13603464 1497626572 611173
204 4 3196 -1590 180 0 0 0 160645 161559 -13602832 1497626572 621271
204 4 3196 -1590 180 0 0 0 161131 159133 -13601802 1497626572 631773
204 4 3196 -1590 180 0 0 0 159276 161636 -13603393 1497626572 642480
204 4 3196 -1590 180 0 0 0 164028 158570 -13600943 1497626572 652716
204 4 3196 -1590 180 -4 2 5 161702 189449 -13618242 1497626572 663057
204 4 3196 -1590 180 1 0 -1 164766 156013 -13601161 1497626572 673384
204 4 3196 -1590 180 0 0 0 159836 159407 -13602263 1497626572 684090
204 4 3196 -1590 180 0 0 0 160888 160429 -13602364 1497626572 694493
204 4 3196 -1590 180 0 0 0 160975 160764 -13603111 1497626572 704810
204 4 3196 -1590 180 0 0 0 158586 160514 -13601367 1497626572 715133
204 4 3196 -1590 180 1 0 -2 159120 161160 -13601647 1497626572 725865
204 4 3196 -1590 180 0 -1 -1 161547 158894 -13602626 1497626572 736153
204 4 3196 -1590 180 1 0 0 163050 161858 -13602163 1497626572 746487
204 4 3196 -1590 180 0 0 0 160594 161413 -13601575 1497626572 756740
204 4 3196 -1590 180 1 0 -2 159626 161445 -13603628 1497626572 767341
204 4 3196 -1590 180 1 0 -1 159850 158404 -13601610 1497626572 777805
204 4 3196 -1590 180 0 0 -1 159999 160744 -13602343 1497626572 787970
204 4 3196 -1590 180 0 0 0 162532 161325 -13602393 1497626572 798340
204 4 3196 -1590 180 0 0 0 159876 159009 -13601883 1497626572 809052
204 4 3196 -1590 180 0 0 0 158413 159131 -13603554 1497626572 819486
204 4 3197 -1590 180 1 0 2 173667 157239 -13605338 1497626572 829827
204 4 3196 -1590 180 0 0 0 159651 159726 -13601862 1497626572 840121
204 4 3196 -1590 180 0 0 -1 161366 159232 -13601768 1497626572 850874
204 4 3196 -1590 180 0 0 0 158405 160005 -13601557 1497626572 861479
204 4 3196 -1590 180 0 0 -1 162385 159554 -13602224 1497626572 872454
204 4 3196 -1590 180 0 0 0 158807 159272 -13602149 1497626572 882801
204 4 3197 -1590 180 1 0 1 173072 155020 -13606130 1497626572 893750
204 4 3196 -1590 180 -5 1 5 164162 192274 -13617357 1497626572 904705
204 4 3196 -1590 180 0 0 -2 156338 156679 -13601787 1497626572 915239
204 4 3196 -1590 180 1 0 -1 158577 159812 -13602444 1497626572 925981
204 4 3196 -1590 180 -4 1 5 163929 192282 -13617033 1497626572 936150
204 4 3196 -1590 180 1 0 -1 161895 158203 -13601028 1497626572 946330
204 4 3196 -1590 180 0 0 -1 160565 160401 -13601807 1497626572 956746
204 4 3196 -1590 180 0 0 0 160868 159953 -13603156 1497626572 967417
204 4 3196 -1590 180 0 0 0 162098 160492 -13601306 1497626572 977848
204 4 3196 -1590 180 0 0 -1 159654 158445 -13602971 1497626572 988058
204 4 3196 -1590 180 0 0 0 160155 160453 -13603902 1497626572 998489
204 4 3196 -1590 180 0 0 0 160735 159865 -13601352 1497626573 9016
204 4 3196 -1590 180 0 0 0 158681 159365 -13601825 1497626573 19451
204 4 3196 -1590 180 0 0 0 158652 158542 -13602573 1497626573 29846
204 4 3196 -1590 180 0 0 0 157555 158936 -13602570 1497626573 39999
204 4 3196 -1590 180 0 0 0 161093 159100 -13601661 1497626573 50640
204 4 3196 -1590 180 0 0 0 158735 160965 -13602645 1497626573 61057
204 4 3196 -1590 180 0 0 0 160819 158497 -13602582 1497626573 71157
204 4 3196 -1590 180 0 0 0 163624 161133 -13602862 1497626573 81828
204 4 3196 -1590 180 0 0 0 158186 161626 -13605188 1497626573 92494
204 4 3196 -1590 180 0 0 -1 159747 160567 -13603200 1497626573 102667
204 4 3196 -1590 180 0 0 0 159110 162354 -13603436 1497626573 113134
204 4 3196 -1590 180 0 0 0 161661 159732 -13602803 1497626573 123546
204 4 3196 -1590 180 0 0 0 159964 159102 -13602112 1497626573 134052
204 4 3196 -1590 180 0 0 0 161032 161017 -13603521 1497626573 144429
204 4 3196 -1590 180 0 0 0 159666 159588 -13601965 1497626573 154866
204 4 3196 -1590 180 0 0 0 160865 159761 -13602637 1497626573 165272
204 4 3196 -1590 180 0 0 0 159533 160664 -13601543 1497626573 175880
204 4 3196 -1590 180 0 0 0 161076 158986 -13602994 1497626573 186195
204 4 3196 -1590 180 0 0 0 160139 157868 -13601243 1497626573 196586
204 4 3196 -1590 180 0 0 0 159633 159099 -13603452 1497626573 207504
204 4 3196 -1590 180 0 0 0 159442 157175 -13603244 1497626573 218363
204 4 3196 -1590 180 0 0 0 160853 159088 -13602577 1497626573 228706
204 4 3196 -1590 180 0 0 0 160419 158470 -13601844 1497626573 239002
204 4 3196 -1590 180 0 0 0 161114 161371 -13602458 1497626573 249336
204 4 3196 -1590 180 0 0 0 157926 159398 -13604274 1497626573 259437
204 4 3196 -1590 180 0 0 0 161348 160497 -13601902 1497626573 270418
204 4 3196 -1590 180 -4 2 5 162655 188279 -13617506 1497626573 280746
204 4 3196 -1590 180 1 0 -1 157986 160671 -13601916 1497626573 291176
204 4 3196 -1590 180 0 0 -1 161183 159515 -13602836 1497626573 301985
