t	x	y	z	vx	vy	vz	xstart	ystart	zstart	roihinit	roiwinit	roixinit	roiyinit	imgw	imgh	fov	goaldiv	t0	t1	t2	t3	tlanded	nreinits	phistart	thetastart	psistart
51.803471	-0.738789	-0.718687	6.118006	0.003480	0.003708	-0.008602
51.835712	-0.738675	-0.718565	6.117670	0.003455	0.003660	-0.013091
51.867954	-0.738560	-0.718445	6.117168	0.003525	0.003580	-0.015495
51.901173	-0.738435	-0.718325	6.116610	0.003850	0.003512	-0.019019
51.933411	-0.738298	-0.718209	6.115761	0.004450	0.003523	-0.034288
51.966629	-0.738132	-0.718087	6.114280	0.005321	0.003674	-0.050647
51.998871	-0.737939	-0.717960	6.112501	0.006355	0.004005	-0.054496
52.031113	-0.737711	-0.717820	6.110682	0.007451	0.004520	-0.057137
52.064331	-0.737437	-0.717654	6.108692	0.008602	0.005245	-0.058030
52.096573	-0.737134	-0.717466	6.106761	0.009725	0.006111	-0.060511
52.128811	-0.736793	-0.717247	6.104707	0.010893	0.007124	-0.062091
52.162029	-0.736399	-0.716984	6.102746	0.012246	0.008350	-0.051007
52.194271	-0.735969	-0.716685	6.101440	0.013779	0.009718	-0.026392
52.226513	-0.735485	-0.716339	6.101030	0.015518	0.011200	-0.000918
52.259731	-0.734922	-0.715930	6.101449	0.017553	0.012849	0.026366
52.291969	-0.734305	-0.715477	6.102760	0.019721	0.014544	0.050418
52.324211	-0.733615	-0.714966	6.104810	0.022066	0.016345	0.074569
52.357430	-0.732818	-0.714375	6.107953	0.024732	0.018384	0.111332
52.389671	-0.731955	-0.713732	6.112257	0.027427	0.020450	0.146404
52.421913	-0.731002	-0.713021	6.117667	0.030226	0.022594	0.181647
52.455132	-0.729921	-0.712212	6.124476	0.033194	0.024859	0.215584
52.488350	-0.728740	-0.711327	6.132215	0.036121	0.027083	0.235960
52.519611	-0.727539	-0.710425	6.139895	0.038782	0.029124	0.240904
52.553806	-0.726130	-0.709365	6.148193	0.041544	0.031298	0.230433
52.586048	-0.724715	-0.708297	6.155472	0.044031	0.033310	0.209235
52.617313	-0.723264	-0.707197	6.161834	0.046480	0.035324	0.190234
52.650532	-0.721636	-0.705957	6.167968	0.049103	0.037497	0.169283
52.684727	-0.719869	-0.704604	6.173333	0.051701	0.039632	0.135503
52.715012	-0.718227	-0.703344	6.177032	0.054070	0.041538	0.105664
52.748230	-0.716337	-0.701892	6.180248	0.056938	0.043791	0.086416
52.781448	-0.714347	-0.700361	6.182893	0.059892	0.046061	0.067900
52.813690	-0.712319	-0.698802	6.184839	0.062859	0.048306	0.052263
52.845928	-0.710191	-0.697168	6.186321	0.065860	0.050569	0.036294
52.879147	-0.707897	-0.695406	6.187175	0.068886	0.052854	0.014161
52.911388	-0.705573	-0.693624	6.187179	0.071707	0.054990	-0.015077
52.943630	-0.703156	-0.691771	6.186161	0.074532	0.057141	-0.043923
52.976849	-0.700566	-0.689785	6.184334	0.077666	0.059538	-0.060366
53.010067	-0.697867	-0.687716	6.182034	0.080815	0.061947	-0.075974
53.045238	-0.694892	-0.685436	6.179007	0.084207	0.064529	-0.089601
53.077480	-0.692054	-0.683262	6.176013	0.087569	0.067073	-0.089107
53.109718	-0.689100	-0.681000	6.173277	0.091229	0.069819	-0.074492
53.142937	-0.685924	-0.678571	6.171225	0.095332	0.072871	-0.044467
53.176155	-0.682607	-0.676037	6.170268	0.099463	0.075923	-0.014454
53.209373	-0.679150	-0.673400	6.170294	0.103618	0.078982	0.016743
53.240639	-0.675766	-0.670823	6.171309	0.107463	0.081804	0.044008
53.273857	-0.672042	-0.667990	6.173124	0.111223	0.084571	0.059623
53.306095	-0.668308	-0.665151	6.175312	0.114777	0.087221	0.073979
53.338337	-0.664457	-0.662225	6.178002	0.118208	0.089823	0.086698
